max(arraySize): 500
subSizeList: [1, 4, 16, 64, 256]
# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = BASELINE)

# Run progress: 0.00% complete, ETA 00:48:00
# Fork: 1 of 2
# Warmup Iteration   1: 37.991 ns/op
# Warmup Iteration   2: 67.517 ns/op
# Warmup Iteration   3: 35.709 ns/op
Iteration   3: 5800.378 ns/op
Iteration   4: 5813.152 ns/op
Iteration   5: 5795.406 ns/op
Iteration   6: 5825.288 ns/op
Iteration   7: 5784.602 ns/op
Iteration   8: 5784.175 ns/op
Iteration   9: 5777.525 ns/op
Iteration  10: 5792.416 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  5750.213 ±(99.9%) 45.699 ns/op [Average]
  (min, avg, max) = (5686.838, 5750.213, 5825.288), stdev = 52.627
  CI (99.9%): [5704.514, 5795.911] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = STAGGER, tSorter = DPQ_18_11I)

# Run progress: 23.67% complete, ETA 00:54:54
# Fork: 1 of 2
# Warmup Iteration   1: 10883.890 ns/op
# Warmup Iteration   2: 6179.930 ns/op
# Warmup Iteration   3: 5360.053 ns/op
Iteration   1: 5361.752 ns/op
Iteration   2: 5369.254 ns/op
Iteration   3: 5349.547 ns/op
Iteration   4: 5353.184 ns/op
Iteration   5: 5342.631 ns/op
Iteration   6: 5358.200 ns/op
Iteration   7: 5379.796 ns/op
Iteration   8: 5363.610 ns/op
Iteration   9: 5335.470 ns/op
Iteration  10: 5348.248 ns/op

# Run progress: 23.72% complete, ETA 00:54:52
# Fork: 2 of 2
# Warmup Iteration   1: 14355.709 ns/op
# Warmup Iteration   2: 6815.729 ns/op
# Warmup Iteration   3: 5622.941 ns/op
Iteration   1: 5615.238 ns/op
Iteration   2: 5626.018 ns/op
Iteration   3: 5637.738 ns/op
Iteration   4: 5611.424 ns/op
Iteration   5: 5620.111 ns/op
Iteration   6: 5624.125 ns/op
Iteration   7: 5613.205 ns/op
Iteration   8: 5629.710 ns/op
Iteration   9: 5605.719 ns/op
Iteration  10: 5640.671 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  5489.282 ±(99.9%) 119.048 ns/op [Average]
  (min, avg, max) = (5335.470, 5489.282, 5640.671), stdev = 137.096
  CI (99.9%): [5370.235, 5608.330] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = STAGGER, tSorter = DPQ_18_11P)

# Run progress: 23.78% complete, ETA 00:54:49
# Fork: 1 of 2
# Warmup Iteration   1: 9841.585 ns/op
# Warmup Iteration   2: 6620.900 ns/op
# Warmup Iteration   3: 5689.595 ns/op
Iteration   1: 5677.730 ns/op
Iteration   2: 5654.907 ns/op
Iteration   3: 5705.531 ns/op
Iteration   4: 5745.564 ns/op
Iteration   5: 5666.891 ns/op
Iteration   6: 5715.814 ns/op
Iteration   7: 5705.479 ns/op
Iteration   8: 5693.903 ns/op
Iteration   9: 5683.338 ns/op
Iteration  10: 5705.017 ns/op

# Run progress: 23.83% complete, ETA 00:54:47
# Fork: 2 of 2
# Warmup Iteration   1: 8837.180 ns/op
# Warmup Iteration   2: 6296.217 ns/op
# Warmup Iteration   3: 5537.085 ns/op
Iteration   1: 5515.754 ns/op
Iteration   2: 5527.023 ns/op
Iteration   3: 5554.925 ns/op
Iteration   4: 5518.206 ns/op
Iteration   5: 5571.368 ns/op
Iteration   6: 5517.752 ns/op
Iteration   7: 5535.116 ns/op
Iteration   8: 5564.504 ns/op
Iteration   9: 5535.183 ns/op
Iteration  10: 5545.344 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  5616.967 ±(99.9%) 72.602 ns/op [Average]
  (min, avg, max) = (5515.754, 5616.967, 5745.564), stdev = 83.608
  CI (99.9%): [5544.366, 5689.569] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = STAGGER, tSorter = RADIX)

# Run progress: 23.89% complete, ETA 00:54:44
# Fork: 1 of 2
# Warmup Iteration   1: 5337.869 ns/op
# Warmup Iteration   2: 3753.744 ns/op
# Warmup Iteration   3: 3221.243 ns/op
Iteration   1: 3232.187 ns/op
Iteration   2: 3243.084 ns/op
Iteration   3: 3231.834 ns/op
Iteration   4: 3228.814 ns/op
Iteration   5: 3219.170 ns/op
Iteration   6: 3230.402 ns/op
Iteration   7: 3263.948 ns/op
Iteration   8: 3227.944 ns/op
Iteration   9: 3217.669 ns/op
Iteration  10: 3231.434 ns/op

# Run progress: 23.94% complete, ETA 00:54:42
# Fork: 2 of 2
# Warmup Iteration   1: 4948.417 ns/op
# Warmup Iteration   2: 3828.857 ns/op
# Warmup Iteration   3: 3370.305 ns/op
Iteration   1: 3358.497 ns/op
Iteration   2: 3371.033 ns/op
Iteration   3: 3356.150 ns/op
Iteration   4: 3352.828 ns/op
Iteration   5: 3372.634 ns/op
Iteration   6: 3378.721 ns/op
Iteration   7: 3372.428 ns/op
Iteration   8: 3352.702 ns/op
Iteration   9: 3346.230 ns/op
Iteration  10: 3350.270 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  3296.899 ±(99.9%) 58.176 ns/op [Average]
  (min, avg, max) = (3217.669, 3296.899, 3378.721), stdev = 66.996
  CI (99.9%): [3238.723, 3355.075] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SAWTOTH, tSorter = BASELINE)

# Run progress: 24.00% complete, ETA 00:54:40
# Fork: 1 of 2
# Warmup Iteration   1: 38.471 ns/op
# Warmup Iteration   2: 66.828 ns/op
# Warmup Iteration   3: 35.695 ns/op
Iteration   1: 35.693 ns/op
Iteration   2: 35.629 ns/op
Iteration   3: 35.683 ns/op
Iteration   4: 35.664 ns/op
Iteration   5: 35.788 ns/op
Iteration   6: 36.182 ns/op
Iteration   7: 35.661 ns/op
Iteration   8: 34.517 ns/op
Iteration   9: 35.647 ns/op
Iteration  10: 35.731 ns/op

# Run progress: 24.06% complete, ETA 00:54:37
# Fork: 2 of 2
# Warmup Iteration   1: 38.181 ns/op
# Warmup Iteration   2: 64.377 ns/op
# Warmup Iteration   3: 35.774 ns/op
Iteration   1: 35.747 ns/op
Iteration   2: 35.732 ns/op
Iteration   3: 35.709 ns/op
Iteration   4: 35.687 ns/op
Iteration   5: 35.699 ns/op
Iteration   6: 36.101 ns/op
Iteration   7: 35.701 ns/op
Iteration   8: 34.518 ns/op
Iteration   9: 35.696 ns/op
Iteration  10: 35.735 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  35.626 ±(99.9%) 0.351 ns/op [Average]
  (min, avg, max) = (34.517, 35.626, 36.182), stdev = 0.404
  CI (99.9%): [35.275, 35.977] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SAWTOTH, tSorter = DPQ_11)

# Run progress: 24.11% complete, ETA 00:54:35
# Fork: 1 of 2
# Warmup Iteration   1: 2843.243 ns/op
# Warmup Iteration   2: 2613.303 ns/op
# Warmup Iteration   3: 2269.035 ns/op
Iteration   1: 2271.175 ns/op
Iteration   2: 2269.990 ns/op
Iteration   3: 2275.680 ns/op
Iteration   4: 2278.127 ns/op
Iteration   5: 2269.256 ns/op
Iteration   6: 2271.542 ns/op
Iteration   7: 2268.783 ns/op
Iteration   8: 2279.141 ns/op
Iteration   9: 2269.850 ns/op
Iteration  10: 2274.790 ns/op

# Run progress: 24.17% complete, ETA 00:54:32
# Fork: 2 of 2
# Warmup Iteration   1: 2819.280 ns/op
# Warmup Iteration   2: 2619.008 ns/op
# Warmup Iteration   3: 2255.175 ns/op
Iteration   1: 2264.650 ns/op
Iteration   2: 2274.619 ns/op
Iteration   3: 2256.534 ns/op
Iteration   4: 2264.985 ns/op
Iteration   5: 2256.507 ns/op
Iteration   6: 2268.225 ns/op
Iteration   7: 2271.836 ns/op
Iteration   8: 2258.681 ns/op
Iteration   9: 2257.456 ns/op
Iteration  10: 2272.919 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  2268.737 ±(99.9%) 6.035 ns/op [Average]
  (min, avg, max) = (2256.507, 2268.737, 2279.141), stdev = 6.950
  CI (99.9%): [2262.702, 2274.772] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SAWTOTH, tSorter = DPQ_18_11_21)

# Run progress: 24.22% complete, ETA 00:54:30
# Fork: 1 of 2
# Warmup Iteration   1: 1989.032 ns/op
# Warmup Iteration   2: 1324.077 ns/op
# Warmup Iteration   3: 1178.677 ns/op
Iteration   1: 1176.290 ns/op
Iteration   2: 1183.792 ns/op
Iteration   3: 1185.929 ns/op
Iteration   4: 1195.627 ns/op
Iteration   5: 1183.847 ns/op
Iteration   6: 1182.713 ns/op
Iteration   7: 1181.167 ns/op
Iteration   8: 1175.089 ns/op
Iteration   9: 1182.392 ns/op
Iteration  10: 1180.758 ns/op

# Run progress: 24.28% complete, ETA 00:54:28
# Fork: 2 of 2
# Warmup Iteration   1: 1999.685 ns/op
# Warmup Iteration   2: 1375.852 ns/op
# Warmup Iteration   3: 1182.617 ns/op
Iteration   1: 1183.390 ns/op
Iteration   2: 1181.219 ns/op
Iteration   3: 1182.012 ns/op
Iteration   4: 1181.810 ns/op
Iteration   5: 1182.860 ns/op
Iteration   6: 1192.764 ns/op
Iteration   7: 1183.761 ns/op
Iteration   8: 1198.174 ns/op
Iteration   9: 1185.082 ns/op
Iteration  10: 1181.972 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1184.032 ±(99.9%) 4.887 ns/op [Average]
  (min, avg, max) = (1175.089, 1184.032, 1198.174), stdev = 5.628
  CI (99.9%): [1179.145, 1188.919] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SAWTOTH, tSorter = DPQ_18_11I)

# Run progress: 24.33% complete, ETA 00:54:25
# Fork: 1 of 2
# Warmup Iteration   1: 1977.926 ns/op
# Warmup Iteration   2: 1347.442 ns/op
# Warmup Iteration   3: 1180.219 ns/op
Iteration   1: 1185.715 ns/op
Iteration   2: 1182.428 ns/op
Iteration   3: 1178.593 ns/op
Iteration   4: 1179.702 ns/op
Iteration   5: 1177.583 ns/op
Iteration   6: 1188.859 ns/op
Iteration   7: 1186.436 ns/op
Iteration   8: 1182.197 ns/op
Iteration   9: 1179.207 ns/op
Iteration  10: 1179.623 ns/op

# Run progress: 24.39% complete, ETA 00:54:23
# Fork: 2 of 2
# Warmup Iteration   1: 1983.650 ns/op
# Warmup Iteration   2: 1341.640 ns/op
# Warmup Iteration   3: 1178.637 ns/op
Iteration   1: 1179.680 ns/op
Iteration   2: 1177.649 ns/op
Iteration   3: 1176.251 ns/op
Iteration   4: 1176.589 ns/op
Iteration   5: 1179.097 ns/op
Iteration   6: 1179.588 ns/op
Iteration   7: 1180.089 ns/op
Iteration   8: 1184.110 ns/op
Iteration   9: 1178.180 ns/op
Iteration  10: 1178.200 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1180.489 ±(99.9%) 2.975 ns/op [Average]
  (min, avg, max) = (1176.251, 1180.489, 1188.859), stdev = 3.426
  CI (99.9%): [1177.514, 1183.463] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SAWTOTH, tSorter = DPQ_18_11P)

# Run progress: 24.44% complete, ETA 00:54:20
# Fork: 1 of 2
# Warmup Iteration   1: 1747.027 ns/op
# Warmup Iteration   2: 1453.983 ns/op
# Warmup Iteration   3: 1224.310 ns/op
Iteration   1: 1225.429 ns/op
Iteration   2: 1224.716 ns/op
Iteration   3: 1223.864 ns/op
Iteration   4: 1225.177 ns/op
Iteration   5: 1224.733 ns/op
Iteration   6: 1225.323 ns/op
Iteration   7: 1225.624 ns/op
Iteration   8: 1215.122 ns/op
Iteration   9: 1226.732 ns/op
Iteration  10: 1222.068 ns/op

# Run progress: 24.50% complete, ETA 00:54:18
# Fork: 2 of 2
# Warmup Iteration   1: 2099.534 ns/op
# Warmup Iteration   2: 1383.504 ns/op
# Warmup Iteration   3: 1223.145 ns/op
Iteration   1: 1227.480 ns/op
Iteration   2: 1223.243 ns/op
Iteration   3: 1228.531 ns/op
Iteration   4: 1222.663 ns/op
Iteration   5: 1222.492 ns/op
Iteration   6: 1227.245 ns/op
Iteration   7: 1223.386 ns/op
Iteration   8: 1224.611 ns/op
Iteration   9: 1231.204 ns/op
Iteration  10: 1225.345 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1224.749 ±(99.9%) 2.745 ns/op [Average]
  (min, avg, max) = (1215.122, 1224.749, 1231.204), stdev = 3.162
  CI (99.9%): [1222.004, 1227.495] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SAWTOTH, tSorter = RADIX)

# Run progress: 24.56% complete, ETA 00:54:16
# Fork: 1 of 2
# Warmup Iteration   1: 13842.588 ns/op
# Warmup Iteration   2: 9160.034 ns/op
# Warmup Iteration   3: 7929.113 ns/op
Iteration   1: 7934.237 ns/op
Iteration   2: 7930.052 ns/op
Iteration   3: 7928.118 ns/op
Iteration   4: 7922.091 ns/op
Iteration   5: 7925.556 ns/op
Iteration   6: 7930.808 ns/op
Iteration   7: 7919.386 ns/op
Iteration   8: 7932.004 ns/op
Iteration   9: 7942.920 ns/op
Iteration  10: 7925.894 ns/op

# Run progress: 24.61% complete, ETA 00:54:13
# Fork: 2 of 2
# Warmup Iteration   1: 14442.852 ns/op
# Warmup Iteration   2: 9343.962 ns/op
# Warmup Iteration   3: 7996.275 ns/op
Iteration   1: 8003.453 ns/op
Iteration   2: 7977.001 ns/op
Iteration   3: 8013.267 ns/op
Iteration   4: 7994.248 ns/op
Iteration   5: 7989.355 ns/op
Iteration   6: 7970.449 ns/op
Iteration   7: 7983.999 ns/op
Iteration   8: 7981.443 ns/op
Iteration   9: 8004.757 ns/op
Iteration  10: 7998.129 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  7960.358 ±(99.9%) 29.271 ns/op [Average]
  (min, avg, max) = (7919.386, 7960.358, 8013.267), stdev = 33.709
  CI (99.9%): [7931.087, 7989.630] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = BASELINE)

# Run progress: 24.67% complete, ETA 00:54:11
# Fork: 1 of 2
# Warmup Iteration   1: 38.607 ns/op
# Warmup Iteration   2: 65.347 ns/op
# Warmup Iteration   3: 35.663 ns/op
Iteration   1: 35.708 ns/op
Iteration   2: 35.654 ns/op
Iteration   3: 35.664 ns/op
Iteration   4: 35.688 ns/op
Iteration   5: 35.711 ns/op
Iteration   6: 36.109 ns/op
Iteration   7: 35.703 ns/op
Iteration   8: 34.551 ns/op
Iteration   9: 35.667 ns/op
Iteration  10: 35.757 ns/op

# Run progress: 24.72% complete, ETA 00:54:08
# Fork: 2 of 2
# Warmup Iteration   1: 38.840 ns/op
# Warmup Iteration   2: 66.705 ns/op
# Warmup Iteration   3: 35.648 ns/op
Iteration   1: 35.643 ns/op
Iteration   2: 35.721 ns/op
Iteration   3: 35.726 ns/op
Iteration   4: 35.639 ns/op
Iteration   5: 35.733 ns/op
Iteration   6: 36.148 ns/op
Iteration   7: 35.690 ns/op
Iteration   8: 34.430 ns/op
Iteration   9: 35.644 ns/op
Iteration  10: 35.649 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  35.612 ±(99.9%) 0.355 ns/op [Average]
  (min, avg, max) = (34.430, 35.612, 36.148), stdev = 0.408
  CI (99.9%): [35.257, 35.966] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_11)

# Run progress: 24.78% complete, ETA 00:54:06
# Fork: 1 of 2
# Warmup Iteration   1: 2992.170 ns/op
# Warmup Iteration   2: 2580.837 ns/op
# Warmup Iteration   3: 2494.938 ns/op
Iteration   1: 2247.497 ns/op
Iteration   2: 3017.023 ns/op
Iteration   3: 2549.396 ns/op
Iteration   4: 2290.390 ns/op
Iteration   5: 2170.799 ns/op
Iteration   6: 2016.271 ns/op
Iteration   7: 2107.591 ns/op
Iteration   8: 2043.206 ns/op
Iteration   9: 2032.126 ns/op
Iteration  10: 1845.381 ns/op

# Run progress: 24.83% complete, ETA 00:54:03
# Fork: 2 of 2
# Warmup Iteration   1: 3098.626 ns/op
# Warmup Iteration   2: 2551.264 ns/op
# Warmup Iteration   3: 2235.806 ns/op
Iteration   1: 2111.631 ns/op
Iteration   2: 2778.027 ns/op
Iteration   3: 2596.967 ns/op
Iteration   4: 2210.849 ns/op
Iteration   5: 2198.450 ns/op
Iteration   6: 2006.613 ns/op
Iteration   7: 2065.794 ns/op
Iteration   8: 2031.023 ns/op
Iteration   9: 1993.437 ns/op
Iteration  10: 1838.322 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  2207.540 ±(99.9%) 265.608 ns/op [Average]
  (min, avg, max) = (1838.322, 2207.540, 3017.023), stdev = 305.875
  CI (99.9%): [1941.931, 2473.148] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_18_11_21)

# Run progress: 24.89% complete, ETA 00:54:01
# Fork: 1 of 2
# Warmup Iteration   1: 1850.018 ns/op
# Warmup Iteration   2: 2860.597 ns/op
# Warmup Iteration   3: 1935.435 ns/op
Iteration   1: 1545.484 ns/op
Iteration   2: 1093.638 ns/op
Iteration   3: 1112.156 ns/op
Iteration   4: 1205.316 ns/op
Iteration   5: 1102.384 ns/op
Iteration   6: 1159.797 ns/op
Iteration   7: 1163.251 ns/op
Iteration   8: 1135.728 ns/op
Iteration   9: 1130.883 ns/op
Iteration  10: 1265.541 ns/op

# Run progress: 24.94% complete, ETA 00:53:59
# Fork: 2 of 2
# Warmup Iteration   1: 1518.600 ns/op
# Warmup Iteration   2: 3365.045 ns/op
# Warmup Iteration   3: 2039.827 ns/op
Iteration   1: 1579.737 ns/op
Iteration   2: 1108.945 ns/op
Iteration   3: 1234.418 ns/op
Iteration   4: 1225.760 ns/op
Iteration   5: 1206.533 ns/op
Iteration   6: 1210.245 ns/op
Iteration   7: 1191.924 ns/op
Iteration   8: 1140.317 ns/op
Iteration   9: 1222.034 ns/op
Iteration  10: 1396.669 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1221.538 ±(99.9%) 118.213 ns/op [Average]
  (min, avg, max) = (1093.638, 1221.538, 1579.737), stdev = 136.134
  CI (99.9%): [1103.325, 1339.751] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_18_11I)

# Run progress: 25.00% complete, ETA 00:53:56
# Fork: 1 of 2
# Warmup Iteration   1: 1488.028 ns/op
# Warmup Iteration   2: 2569.724 ns/op
# Warmup Iteration   3: 1992.278 ns/op
Iteration   1: 1561.993 ns/op
Iteration   2: 1109.284 ns/op
Iteration   3: 1201.792 ns/op
Iteration   4: 1213.825 ns/op
Iteration   5: 1157.530 ns/op
Iteration   6: 1221.412 ns/op
Iteration   7: 1197.630 ns/op
Iteration   8: 1833.749 ns/op
Iteration   9: 1185.208 ns/op
