max(arraySize): 50
subSizeList: [1, 4, 16, 64]
# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = BASELINE)

# Run progress: 0.00% complete, ETA 00:19:12
# Fork: 1 of 2
# Warmup Iteration   1: 19.641 ns/op
# Warmup Iteration   2: 21.994 ns/op
# Warmup Iteration   3: 15.023 ns/op

# Run progress: 30.69% complete, ETA 00:26:39
# Fork: 1 of 2
# Warmup Iteration   1: 1889.236 ns/op
# Warmup Iteration   2: 981.816 ns/op
# Warmup Iteration   3: 799.566 ns/op
Iteration   1: 803.227 ns/op
Iteration   2: 800.598 ns/op
Iteration   3: 800.512 ns/op
Iteration   4: 842.179 ns/op
Iteration   5: 830.589 ns/op
Iteration   6: 829.521 ns/op
Iteration   7: 829.742 ns/op
Iteration   8: 829.844 ns/op
Iteration   9: 830.002 ns/op
Iteration  10: 829.775 ns/op

# Run progress: 30.76% complete, ETA 00:26:37
# Fork: 2 of 2
# Warmup Iteration   1: 1744.505 ns/op
# Warmup Iteration   2: 1160.476 ns/op
# Warmup Iteration   3: 800.205 ns/op
Iteration   1: 803.394 ns/op
Iteration   2: 800.654 ns/op
Iteration   3: 800.667 ns/op
Iteration   4: 915.688 ns/op
Iteration   5: 817.103 ns/op
Iteration   6: 816.051 ns/op
Iteration   7: 817.145 ns/op
Iteration   8: 817.027 ns/op
Iteration   9: 816.963 ns/op
Iteration  10: 816.119 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  822.340 ±(99.9%) 22.054 ns/op [Average]
  (min, avg, max) = (800.512, 822.340, 915.688), stdev = 25.397
  CI (99.9%): [800.286, 844.394] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = BASELINE)

# Run progress: 30.83% complete, ETA 00:26:35
# Fork: 1 of 2
# Warmup Iteration   1: 19.827 ns/op
# Warmup Iteration   2: 21.108 ns/op
# Warmup Iteration   3: 15.047 ns/op
Iteration   1: 17.047 ns/op
Iteration   2: 15.274 ns/op
Iteration   3: 17.016 ns/op
Iteration   4: 15.021 ns/op
Iteration   5: 17.110 ns/op
Iteration   6: 15.478 ns/op
Iteration   7: 17.017 ns/op
Iteration   8: 17.016 ns/op
Iteration   9: 17.020 ns/op
Iteration  10: 14.977 ns/op

# Run progress: 30.90% complete, ETA 00:26:34
# Fork: 2 of 2
# Warmup Iteration   1: 19.448 ns/op
# Warmup Iteration   2: 23.361 ns/op
# Warmup Iteration   3: 15.026 ns/op
Iteration   1: 17.071 ns/op
Iteration   2: 15.281 ns/op
Iteration   3: 17.009 ns/op
Iteration   4: 15.007 ns/op
Iteration   5: 17.100 ns/op
Iteration   6: 15.375 ns/op
Iteration   7: 17.016 ns/op
Iteration   8: 17.016 ns/op
Iteration   9: 17.018 ns/op
Iteration  10: 14.969 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  16.292 ±(99.9%) 0.821 ns/op [Average]
  (min, avg, max) = (14.969, 16.292, 17.110), stdev = 0.946
  CI (99.9%): [15.471, 17.113] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_11)

# Run progress: 30.97% complete, ETA 00:26:32
# Fork: 1 of 2
# Warmup Iteration   1: 527.319 ns/op
# Warmup Iteration   2: 1195.158 ns/op
# Warmup Iteration   3: 412.089 ns/op
Iteration   1: 237.287 ns/op
Iteration   2: 1632.594 ns/op
Iteration   3: 315.775 ns/op
Iteration   4: 2276.392 ns/op
Iteration   5: 227.599 ns/op
Iteration   6: 204.037 ns/op
Iteration   7: 230.881 ns/op
Iteration   8: 202.135 ns/op
Iteration   9: 269.998 ns/op
Iteration  10: 244.070 ns/op

# Run progress: 31.04% complete, ETA 00:26:30
# Fork: 2 of 2
# Warmup Iteration   1: 380.647 ns/op
# Warmup Iteration   2: 1702.312 ns/op
# Warmup Iteration   3: 425.368 ns/op
Iteration   1: 239.438 ns/op
Iteration   2: 1568.271 ns/op
Iteration   3: 365.582 ns/op
Iteration   4: 1143.838 ns/op
Iteration   5: 224.768 ns/op
Iteration   6: 199.977 ns/op
Iteration   7: 231.276 ns/op
Iteration   8: 199.578 ns/op
Iteration   9: 268.396 ns/op
Iteration  10: 258.928 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  527.041 ±(99.9%) 528.940 ns/op [Average]
  (min, avg, max) = (199.578, 527.041, 2276.392), stdev = 609.128
  CI (99.9%): [≈ 0, 1055.981] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_18_11_21)

# Run progress: 31.11% complete, ETA 00:26:29
# Fork: 1 of 2
# Warmup Iteration   1: 513.131 ns/op
# Warmup Iteration   2: 481.305 ns/op
# Warmup Iteration   3: 410.145 ns/op
Iteration   1: 332.167 ns/op
Iteration   2: 375.157 ns/op
Iteration   3: 330.435 ns/op
Iteration   4: 385.635 ns/op
Iteration   5: 344.562 ns/op
Iteration   6: 378.003 ns/op
Iteration   7: 347.333 ns/op
Iteration   8: 358.536 ns/op
Iteration   9: 333.847 ns/op
Iteration  10: 410.410 ns/op

# Run progress: 31.18% complete, ETA 00:26:27
# Fork: 2 of 2
# Warmup Iteration   1: 557.385 ns/op
# Warmup Iteration   2: 424.162 ns/op
# Warmup Iteration   3: 408.164 ns/op
Iteration   1: 327.808 ns/op
Iteration   2: 371.637 ns/op
Iteration   3: 326.041 ns/op
Iteration   4: 376.742 ns/op
Iteration   5: 340.898 ns/op
Iteration   6: 370.729 ns/op
Iteration   7: 343.554 ns/op
Iteration   8: 352.459 ns/op
Iteration   9: 334.402 ns/op
Iteration  10: 407.011 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  357.368 ±(99.9%) 22.384 ns/op [Average]
  (min, avg, max) = (326.041, 357.368, 410.410), stdev = 25.778
  CI (99.9%): [334.984, 379.752] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_18_11I)

# Run progress: 31.25% complete, ETA 00:26:26
# Fork: 1 of 2
# Warmup Iteration   1: 418.007 ns/op
# Warmup Iteration   2: 14343.684 ns/op
# Warmup Iteration   3: 276.493 ns/op
Iteration   1: 21051.714 ns/op
Iteration   2: 578.369 ns/op
Iteration   3: 173.781 ns/op
Iteration   4: 8275.669 ns/op
Iteration   5: 446.491 ns/op
Iteration   6: 434.020 ns/op
Iteration   7: 235.521 ns/op
Iteration   8: 255.509 ns/op
Iteration   9: 187.217 ns/op
Iteration  10: 227.827 ns/op

# Run progress: 31.32% complete, ETA 00:26:24
# Fork: 2 of 2
# Warmup Iteration   1: 445.300 ns/op
# Warmup Iteration   2: 12334.541 ns/op
# Warmup Iteration   3: 342.681 ns/op
Iteration   1: 21077.024 ns/op
Iteration   2: 500.405 ns/op
Iteration   3: 173.433 ns/op
Iteration   4: 392.715 ns/op
Iteration   5: 268.313 ns/op
Iteration   6: 429.740 ns/op
Iteration   7: 240.857 ns/op
Iteration   8: 280.976 ns/op
Iteration   9: 184.773 ns/op
Iteration  10: 227.274 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  2782.081 ±(99.9%) 5645.112 ns/op [Average]
  (min, avg, max) = (173.433, 2782.081, 21077.024), stdev = 6500.919
  CI (99.9%): [≈ 0, 8427.193] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = DPQ_18_11P)

# Run progress: 31.39% complete, ETA 00:26:23
# Fork: 1 of 2
# Warmup Iteration   1: 531.472 ns/op
# Warmup Iteration   2: 1454.624 ns/op
# Warmup Iteration   3: 330.809 ns/op
Iteration   1: 274.627 ns/op
Iteration   2: 308.846 ns/op
Iteration   3: 275.681 ns/op
Iteration   4: 297.949 ns/op
Iteration   5: 272.363 ns/op
Iteration   6: 298.996 ns/op
Iteration   7: 289.020 ns/op
Iteration   8: 281.084 ns/op
Iteration   9: 250.605 ns/op
Iteration  10: 330.741 ns/op

# Run progress: 31.46% complete, ETA 00:26:21
# Fork: 2 of 2
# Warmup Iteration   1: 517.599 ns/op
# Warmup Iteration   2: 21882.362 ns/op
# Warmup Iteration   3: 342.211 ns/op
Iteration   1: 290.066 ns/op
Iteration   2: 319.933 ns/op
Iteration   3: 283.254 ns/op
Iteration   4: 303.079 ns/op
Iteration   5: 279.722 ns/op
Iteration   6: 312.356 ns/op
Iteration   7: 300.856 ns/op
Iteration   8: 292.980 ns/op
Iteration   9: 253.996 ns/op
Iteration  10: 342.235 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  292.919 ±(99.9%) 20.162 ns/op [Average]
  (min, avg, max) = (250.605, 292.919, 342.235), stdev = 23.219
  CI (99.9%): [272.757, 313.082] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = _RANDOM, tSorter = RADIX)

# Run progress: 31.53% complete, ETA 00:26:19
# Fork: 1 of 2
# Warmup Iteration   1: 3032.884 ns/op
# Warmup Iteration   2: 2053.037 ns/op
# Warmup Iteration   3: 1605.281 ns/op
Iteration   1: 1452.175 ns/op
Iteration   2: 1523.632 ns/op
Iteration   3: 1456.797 ns/op
Iteration   4: 1559.227 ns/op
Iteration   5: 2380.689 ns/op
Iteration   6: 1523.434 ns/op
Iteration   7: 1484.403 ns/op
Iteration   8: 1498.721 ns/op
Iteration   9: 1491.603 ns/op
Iteration  10: 1615.976 ns/op

# Run progress: 31.60% complete, ETA 00:26:18
# Fork: 2 of 2
# Warmup Iteration   1: 2961.765 ns/op
# Warmup Iteration   2: 1865.257 ns/op
# Warmup Iteration   3: 1603.765 ns/op
Iteration   1: 1449.648 ns/op
Iteration   2: 1521.146 ns/op
Iteration   3: 1449.240 ns/op
Iteration   4: 1576.040 ns/op
Iteration   5: 3765.498 ns/op
Iteration   6: 1521.059 ns/op
Iteration   7: 1477.829 ns/op
Iteration   8: 1497.112 ns/op
Iteration   9: 1492.155 ns/op
Iteration  10: 1613.375 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1667.488 ±(99.9%) 462.709 ns/op [Average]
  (min, avg, max) = (1449.240, 1667.488, 3765.498), stdev = 532.856
  CI (99.9%): [1204.779, 2130.197] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = PLATEAU, tSorter = BASELINE)

# Run progress: 31.67% complete, ETA 00:26:16
# Fork: 1 of 2
# Warmup Iteration   1: 19.728 ns/op
# Warmup Iteration   2: 21.803 ns/op
# Warmup Iteration   3: 15.025 ns/op
Iteration   1: 17.055 ns/op
Iteration   2: 15.259 ns/op
Iteration   3: 17.019 ns/op
Iteration   4: 15.020 ns/op
Iteration   5: 17.108 ns/op
Iteration   6: 15.407 ns/op
Iteration   7: 17.018 ns/op
Iteration   8: 17.016 ns/op
Iteration   9: 17.011 ns/op
Iteration  10: 14.977 ns/op

# Run progress: 31.74% complete, ETA 00:26:14
# Fork: 2 of 2
# Warmup Iteration   1: 19.338 ns/op
# Warmup Iteration   2: 23.004 ns/op
# Warmup Iteration   3: 15.029 ns/op
Iteration   1: 17.075 ns/op
Iteration   2: 15.254 ns/op
Iteration   3: 17.015 ns/op
Iteration   4: 15.023 ns/op
Iteration   5: 17.108 ns/op
Iteration   6: 15.387 ns/op
Iteration   7: 16.982 ns/op
Iteration   8: 17.019 ns/op
Iteration   9: 17.027 ns/op
Iteration  10: 14.971 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  16.288 ±(99.9%) 0.825 ns/op [Average]
  (min, avg, max) = (14.971, 16.288, 17.108), stdev = 0.950
  CI (99.9%): [15.463, 17.112] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = PLATEAU, tSorter = DPQ_11)

# Run progress: 31.81% complete, ETA 00:26:13
# Fork: 1 of 2
# Warmup Iteration   1: 106.862 ns/op
# Warmup Iteration   2: 89.474 ns/op
# Warmup Iteration   3: 64.121 ns/op
Iteration   1: 65.227 ns/op
Iteration   2: 64.066 ns/op
Iteration   3: 65.260 ns/op
Iteration   4: 64.568 ns/op
Iteration   5: 65.268 ns/op
Iteration   6: 63.927 ns/op
Iteration   7: 65.272 ns/op
Iteration   8: 65.259 ns/op
Iteration   9: 65.253 ns/op
Iteration  10: 63.852 ns/op

# Run progress: 31.87% complete, ETA 00:26:11
# Fork: 2 of 2
# Warmup Iteration   1: 94.828 ns/op
# Warmup Iteration   2: 94.385 ns/op
# Warmup Iteration   3: 64.096 ns/op
Iteration   1: 65.317 ns/op
Iteration   2: 64.137 ns/op
Iteration   3: 65.277 ns/op
Iteration   4: 64.541 ns/op
Iteration   5: 65.395 ns/op
Iteration   6: 64.018 ns/op
Iteration   7: 65.240 ns/op
Iteration   8: 65.209 ns/op
Iteration   9: 65.241 ns/op
Iteration  10: 63.867 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  64.810 ±(99.9%) 0.523 ns/op [Average]
  (min, avg, max) = (63.852, 64.810, 65.395), stdev = 0.602
  CI (99.9%): [64.287, 65.333] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = PLATEAU, tSorter = DPQ_18_11_21)

# Run progress: 31.94% complete, ETA 00:26:10
# Fork: 1 of 2
# Warmup Iteration   1: 237.826 ns/op
# Warmup Iteration   2: 245.422 ns/op
# Warmup Iteration   3: 170.510 ns/op
Iteration   1: 168.423 ns/op
Iteration   2: 170.186 ns/op
Iteration   3: 169.474 ns/op
Iteration   4: 170.230 ns/op
Iteration   5: 168.037 ns/op
Iteration   6: 169.681 ns/op
Iteration   7: 169.427 ns/op
Iteration   8: 169.879 ns/op
Iteration   9: 169.535 ns/op
Iteration  10: 168.954 ns/op

# Run progress: 32.01% complete, ETA 00:26:08
# Fork: 2 of 2
# Warmup Iteration   1: 238.052 ns/op
# Warmup Iteration   2: 223.142 ns/op
# Warmup Iteration   3: 170.396 ns/op
Iteration   1: 168.694 ns/op
Iteration   2: 170.135 ns/op
Iteration   3: 169.353 ns/op
Iteration   4: 170.539 ns/op
Iteration   5: 167.984 ns/op
Iteration   6: 169.597 ns/op
Iteration   7: 169.354 ns/op
Iteration   8: 169.620 ns/op
Iteration   9: 168.566 ns/op
Iteration  10: 169.243 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  169.346 ±(99.9%) 0.622 ns/op [Average]
  (min, avg, max) = (167.984, 169.346, 170.539), stdev = 0.716
  CI (99.9%): [168.724, 169.968] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = PLATEAU, tSorter = DPQ_18_11I)

# Run progress: 32.08% complete, ETA 00:26:06
# Fork: 1 of 2
# Warmup Iteration   1: 323.138 ns/op
# Warmup Iteration   2: 116.553 ns/op
# Warmup Iteration   3: 76.899 ns/op
Iteration   1: 75.775 ns/op
Iteration   2: 76.890 ns/op
Iteration   3: 75.771 ns/op
Iteration   4: 77.958 ns/op
Iteration   5: 75.802 ns/op
Iteration   6: 76.922 ns/op
Iteration   7: 75.773 ns/op
Iteration   8: 75.742 ns/op
Iteration   9: 75.747 ns/op
Iteration  10: 76.833 ns/op

# Run progress: 32.15% complete, ETA 00:26:05
# Fork: 2 of 2
# Warmup Iteration   1: 415.818 ns/op
# Warmup Iteration   2: 118.473 ns/op
# Warmup Iteration   3: 76.891 ns/op
Iteration   1: 75.778 ns/op
Iteration   2: 76.892 ns/op
Iteration   3: 75.763 ns/op
Iteration   4: 77.947 ns/op
Iteration   5: 75.800 ns/op
Iteration   6: 76.903 ns/op
Iteration   7: 75.769 ns/op
Iteration   8: 75.765 ns/op
Iteration   9: 75.778 ns/op
Iteration  10: 76.849 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  76.323 ±(99.9%) 0.656 ns/op [Average]
  (min, avg, max) = (75.742, 76.323, 77.958), stdev = 0.755
  CI (99.9%): [75.667, 76.979] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = PLATEAU, tSorter = DPQ_18_11P)

# Run progress: 32.22% complete, ETA 00:26:03
# Fork: 1 of 2
# Warmup Iteration   1: 150.330 ns/op
# Warmup Iteration   2: 140.705 ns/op
# Warmup Iteration   3: 107.394 ns/op
Iteration   1: 105.542 ns/op
Iteration   2: 107.633 ns/op
Iteration   3: 106.245 ns/op
Iteration   4: 107.272 ns/op
Iteration   5: 105.517 ns/op
Iteration   6: 106.664 ns/op
Iteration   7: 105.786 ns/op
Iteration   8: 105.776 ns/op
Iteration   9: 105.678 ns/op
Iteration  10: 107.303 ns/op

# Run progress: 32.29% complete, ETA 00:26:02
# Fork: 2 of 2
# Warmup Iteration   1: 151.363 ns/op
# Warmup Iteration   2: 159.371 ns/op
# Warmup Iteration   3: 107.505 ns/op
Iteration   1: 106.209 ns/op
Iteration   2: 107.186 ns/op
Iteration   3: 105.865 ns/op
Iteration   4: 107.376 ns/op
Iteration   5: 105.858 ns/op
Iteration   6: 107.072 ns/op
Iteration   7: 105.847 ns/op
Iteration   8: 105.853 ns/op
Iteration   9: 105.718 ns/op
Iteration  10: 106.717 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  106.356 ±(99.9%) 0.622 ns/op [Average]
  (min, avg, max) = (105.517, 106.356, 107.633), stdev = 0.717
  CI (99.9%): [105.733, 106.978] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = PLATEAU, tSorter = RADIX)

# Run progress: 32.36% complete, ETA 00:26:00
# Fork: 1 of 2
# Warmup Iteration   1: 187.485 ns/op
# Warmup Iteration   2: 176.226 ns/op
# Warmup Iteration   3: 123.571 ns/op
Iteration   1: 128.053 ns/op
Iteration   2: 123.638 ns/op
Iteration   3: 125.329 ns/op
Iteration   4: 140.518 ns/op
Iteration   5: 140.573 ns/op
Iteration   6: 139.104 ns/op
Iteration   7: 140.360 ns/op
Iteration   8: 140.452 ns/op
Iteration   9: 140.464 ns/op
Iteration  10: 139.145 ns/op

# Run progress: 32.43% complete, ETA 00:25:58
# Fork: 2 of 2
# Warmup Iteration   1: 195.679 ns/op
# Warmup Iteration   2: 175.461 ns/op
# Warmup Iteration   3: 123.549 ns/op
Iteration   1: 127.927 ns/op
Iteration   2: 123.722 ns/op
Iteration   3: 125.306 ns/op
Iteration   4: 140.685 ns/op
Iteration   5: 140.363 ns/op
Iteration   6: 139.235 ns/op
Iteration   7: 140.233 ns/op
Iteration   8: 140.482 ns/op
Iteration   9: 140.228 ns/op
Iteration  10: 139.120 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  135.747 ±(99.9%) 5.962 ns/op [Average]
  (min, avg, max) = (123.638, 135.747, 140.685), stdev = 6.865
  CI (99.9%): [129.785, 141.708] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 100 ms each
# Measurement: 10 iterations, 50 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 50, arraySubSize = 4, dataTweaker = REVERSE___, distBuilder = SHUFFLE, tSorter = BASELINE)

# Run progress: 32.50% complete, ETA 00:25:57
# Fork: 1 of 2
# Warmup Iteration   1: 19.382 ns/op
# Warmup Iteration   2: 22.913 ns/op
# Warmup Iteration   3: 15.026 ns/op
Iteration   1: 17.063 ns/op
Iteration   2: 15.221 ns/op
Iteration   3: 17.006 ns/op
